wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
40.010117,1786670414.999652,1769605475.557784,1769605475.657791,map_start,map,map_start,,,0.000000,0.000000,2529,0,1423,3207,62,125,2,61,61,10,0,0,0.000000,inf,inf,43,0.487127,0,inf,0,0.006878,0.001808,0.008719,0.061148
40.805131,1786670415.399570,1769605475.957720,1769605475.957720,map_start,map,map_start,,,0.000000,0.000000,2630,0,1474,3319,60,120,2,59,59,10,0,0,0.000000,inf,inf,40,0.493676,0,inf,0,0.007008,0.001885,0.008926,0.074344
41.627413,1786670415.809251,1769605476.257735,1769605476.357736,map_start,map,map_start,,,0.000000,0.000000,2668,0,1522,3415,69,155,2,68,68,11,0,0,0.000000,inf,inf,42,0.486627,0,inf,0,0.007945,0.001915,0.009890,0.069305
42.420947,1786670416.203873,1769605476.657813,1769605476.657813,map_start,map,map_start,,,0.000000,0.000000,2620,0,1542,3451,70,157,2,69,69,11,0,0,0.000000,inf,inf,44,0.490302,0,inf,0,0.007159,0.000883,0.008067,0.082327
43.238920,1786670416.614012,1769605477.057748,1769605477.057748,map_start,map,map_start,,,0.000000,0.000000,2586,0,1561,3507,66,148,2,65,65,11,0,0,0.000000,inf,inf,40,0.483044,0,inf,0,0.007273,0.000583,0.007866,0.075424
44.038827,1786670417.014102,1769605477.357692,1769605477.457819,map_start,map,map_start,,,0.000000,0.000000,2624,0,1618,3579,75,174,2,74,74,12,0,0,0.000000,inf,inf,44,0.487196,0,inf,0,0.008479,0.002036,0.010543,0.094308
44.841699,1786670417.413826,1769605477.757705,1769605477.757705,map_start,map,map_start,,,0.000000,0.000000,2639,0,1667,3678,78,175,2,77,77,11,0,0,0.000000,inf,inf,46,0.503409,0,inf,0,0.007827,0.002052,0.009907,0.093912
45.657951,1786670417.823546,1769605478.057775,1769605478.157815,map_start,map,map_start,,,0.000000,0.000000,2626,0,1717,3752,85,188,2,84,84,11,0,0,0.000000,inf,inf,52,0.508958,0,inf,0,0.009163,0.002141,0.011327,0.097357
46.456063,1786670418.222575,1769605478.357828,1769605478.457741,map_start,map,map_start,,,0.000000,0.000000,2615,0,1726,3841,85,191,2,84,84,11,0,0,0.000000,inf,inf,50,0.485688,0,inf,0,0.009172,0.002081,0.011286,0.114522
47.256276,1786670418.622208,1769605478.757745,1769605478.857793,map_start,map,map_start,,,0.000000,0.000000,2664,0,1799,3952,83,172,4,80,1,0,0,0,0.000000,inf,inf,37,0.466896,0,inf,0,0.007666,0.001438,0.009122,0.113775
